entry_time,direction,entry_price,sl_price,tp_price,sl_atr,tp_atr,result,resolved_by,bars_to_resolution,volume_delta,vol_favorable,micro_trend,atr_entry,mae_atr,mfe_atr,mae_pct,mfe_pct
2026-01-01 02:00:00,LONG,1.1607687731621876,1.1601216427331242,1.1615453296770635,1.5,1.8,WIN,TP,1,0.009640352607876296,True,0.37149774899130417,0.00043142028604218713,0.0,4.759640598178357,0.0,0.17690047801080902
2026-01-01 03:00:00,LONG,1.162381932808156,1.161126557920737,1.1638883826730588,1.5,1.8,WIN,TP,3,0.5042705669640171,True,0.9187397873732193,0.0008369165916126686,1.3397915779606717,2.242868396297894,0.09646517803225929,0.1614868332588931
2026-01-01 04:00:00,LONG,1.1624691733590347,1.1611139476810155,1.1640954441726576,1.5,1.8,WIN,TP,2,0.5381709866024964,True,0.46184457724086586,0.0009034837853461486,1.3376381196635452,1.9810573823424464,0.10396270107402342,0.15396995153125495
2026-01-01 05:00:00,LONG,1.1617049098925745,1.1602734215729475,1.1634226958761267,1.5,1.8,WIN,TP,1,0.5103538105253516,True,0.6042260550276445,0.0009543255464179445,0.0,2.676357872671165,0.0,0.21985933497372084
2026-01-01 06:00:00,LONG,1.163670105099982,1.161895804392606,1.1657992659488332,1.5,1.8,WIN,SL,7,0.14620256046575436,True,1.0,0.0011828671382506492,2.1149060979449033,0.8188593420766135,0.2149795644642769,0.08323680417215422
2026-01-01 07:00:00,LONG,1.163889810432728,1.1620943449216503,1.1660443690460212,1.5,1.8,WIN,SL,6,0.38848632135030425,True,1.0,0.0011969770073851083,2.273525923806937,0.6256565240814783,0.23381579872059408,0.06434427616198317
2026-01-01 08:00:00,LONG,1.163438001909807,1.1617208279685953,1.1654986106392609,1.5,1.8,WIN,SL,5,0.2969935159299893,True,0.5481616786384387,0.0011447826274743672,1.9825158760287624,1.0488497710836722,0.19507268370504846,0.10320317840710662
2026-01-01 09:00:00,LONG,1.1644127503105186,1.1626418068999929,1.1665378824031496,1.5,1.8,WIN,SL,4,0.3455809048230989,True,0.8484860843140974,0.001180628940350492,2.7479405454167316,0.0,0.2786209729682485,0.0
2026-01-01 10:00:00,LONG,1.164014609089104,1.1622993878887147,1.166072874529571,1.5,1.8,WIN,SL,3,0.2996423247903545,True,0.7608617851016857,0.0011434808002594393,2.489029035049014,0.2409190225301548,0.24451212988590218,0.02366690886260304
2026-01-01 13:00:00,SHORT,1.161654651130504,1.163437521605494,1.159515206560516,1.5,1.8,WIN,TP,2,-0.5122814864768358,True,-0.7827990634701077,0.0011885803166599626,0.0,1.8149542911913905,0.0,0.18570226048234298
2026-01-01 14:00:00,SHORT,1.1604170827471831,1.1623487681702576,1.1580990602394938,1.5,1.8,WIN,TP,2,-1.0,True,-1.0,0.0012877902820496484,0.0,2.2379325395952834,0.0,0.24835792399321188
