entry_time,direction,entry_price,sl_price,tp_price,sl_pct,tp_pct,result,bars_to_resolution,volume_delta,vol_favorable,micro_trend,rejection_speed,atr,asset,vol_decile
2026-01-01 02:00:00,LONG,1.1607687731621876,1.1491610854305658,1.1723764608938094,1.0,1.0,WIN,1,0.009640352607876296,True,0.37149774899130417,-0.31898713771924764,0.001,SYNTHETIC,4
2026-01-01 03:00:00,LONG,1.162381932808156,1.1507581134800744,1.1740057521362375,1.0,1.0,WIN,1,0.5042705669640171,True,0.9187397873732193,1.5837870952648856,0.001,SYNTHETIC,8
2026-01-01 04:00:00,LONG,1.1624691733590347,1.1508444816254444,1.174093865092625,1.0,1.0,WIN,1,0.5381709866024964,True,0.46184457724086586,1.3819193205414213,0.001,SYNTHETIC,8
2026-01-01 05:00:00,LONG,1.1617049098925745,1.1500878607936487,1.1733219589915003,1.0,1.0,WIN,1,0.5103538105253516,True,0.6042260550276445,1.2825204387278557,0.001,SYNTHETIC,8
2026-01-01 06:00:00,LONG,1.163670105099982,1.1520334040489821,1.175306806150982,1.0,1.0,WIN,1,0.14620256046575436,True,1.0,1.5562709026930732,0.001,SYNTHETIC,5
2026-01-01 07:00:00,LONG,1.163889810432728,1.1522509123284006,1.1755287085370554,1.0,1.0,WIN,1,0.38848632135030425,True,1.0,-0.33783813822901604,0.001,SYNTHETIC,7
2026-01-01 08:00:00,LONG,1.163438001909807,1.1518036218907088,1.175072381928905,1.0,1.0,WIN,1,0.2969935159299893,True,0.5481616786384387,1.8209370051194376,0.001,SYNTHETIC,6
2026-01-01 09:00:00,LONG,1.1644127503105186,1.1527686228074134,1.1760568778136238,1.0,1.0,WIN,1,0.3455809048230989,True,0.8484860843140974,-0.2833830964922942,0.001,SYNTHETIC,7
2026-01-01 10:00:00,LONG,1.164014609089104,1.152374462998213,1.175654755179995,1.0,1.0,WIN,1,0.2996423247903545,True,0.7608617851016857,0.0784352000660109,0.001,SYNTHETIC,6
2026-01-01 13:00:00,SHORT,1.161654651130504,1.150038104619199,1.1732711976418089,1.0,1.0,WIN,1,-0.5122814864768358,True,-0.7827990634701077,0.4000755550597128,0.001,SYNTHETIC,1
2026-01-01 14:00:00,SHORT,1.1604170827471831,1.1488129119197112,1.172021253574655,1.0,1.0,WIN,1,-1.0,True,-1.0,1.811302176400746,0.001,SYNTHETIC,0
2026-01-01 15:00:00,SHORT,1.1596845980615513,1.1480877520809358,1.1712814440421668,1.0,1.0,WIN,1,-0.3078067039970437,True,-1.0,1.712604642365998,0.001,SYNTHETIC,3
2026-01-01 16:00:00,SHORT,1.158442262892646,1.1468578402637195,1.1700266855215726,1.0,1.0,WIN,1,-0.9118037299133208,True,-1.0,0.09780854206490441,0.001,SYNTHETIC,0
2026-01-01 17:00:00,SHORT,1.1591675700694437,1.1475758943687493,1.1707592457701381,1.0,1.0,WIN,1,-0.29394856002045866,True,-1.0,-1.2621500709688265,0.001,SYNTHETIC,3
2026-01-01 18:00:00,SHORT,1.158007824455928,1.1464277462113688,1.1695879027004872,1.0,1.0,WIN,1,-0.320325198658727,True,-1.0,2.174011890179512,0.001,SYNTHETIC,3
2026-01-01 19:00:00,SHORT,1.1574050386571675,1.1458309882705957,1.1689790890437393,1.0,1.0,WIN,1,-0.6631079129337153,True,-1.0,-1.1437112842522197,0.001,SYNTHETIC,1
2026-01-01 20:00:00,SHORT,1.1587020160769548,1.1471149959161853,1.1702890362377243,1.0,1.0,WIN,1,0.01016710998690612,False,-0.5799947754471104,0.4800243713635916,0.001,SYNTHETIC,4
2026-01-01 22:00:00,SHORT,1.1585242455615439,1.1469390031059283,1.1701094880171594,1.0,1.0,WIN,1,-0.27783876075948255,True,-0.3703006390181807,2.4232782532652437,0.001,SYNTHETIC,3
2026-01-01 23:00:00,SHORT,1.1568545902488399,1.1452860443463515,1.1684231361513282,1.0,1.0,LOSS,1,-0.41020007779159573,True,-0.5673443864681725,1.048568844342825,0.001,SYNTHETIC,2
2026-01-02 01:00:00,SHORT,1.1568683245558473,1.145299641310289,1.1684370078014057,1.0,1.0,WIN,1,-0.306105895294552,True,-0.7514200942337025,0.7805555078897902,0.001,SYNTHETIC,3
2026-01-02 02:00:00,SHORT,1.1554734835446312,1.1439187487091849,1.1670282183800775,1.0,1.0,WIN,1,-0.18659084948955734,True,-1.0,0.4059241959148346,0.001,SYNTHETIC,3
2026-01-02 03:00:00,SHORT,1.1556944270044167,1.1441374827343724,1.167251371274461,1.0,1.0,WIN,1,-1.0,True,-0.9859693263279957,1.2859571313161429,0.001,SYNTHETIC,0
2026-01-02 04:00:00,SHORT,1.1547502466912705,1.1432027442243577,1.1662977491581832,1.0,1.0,WIN,1,-0.30461607651651856,True,-0.6683232112447144,0.2642801003383883,0.001,SYNTHETIC,3
2026-01-02 05:00:00,SHORT,1.154943700592892,1.143394263586963,1.166493137598821,1.0,1.0,WIN,1,-0.7584044700419011,True,-0.5703634879021786,1.0420264105421586,0.001,SYNTHETIC,0
2026-01-02 06:00:00,SHORT,1.1546528456295049,1.1431063171732099,1.1661993740857999,1.0,1.0,WIN,1,-0.42881360378838784,True,-0.8421541030847178,-0.47380544327149443,0.001,SYNTHETIC,2
2026-01-02 07:00:00,LONG,1.1564121286826248,1.1448480073957985,1.167976249969451,1.0,1.0,WIN,1,0.3682764526908854,True,0.30826078037424043,0.5261277226216379,0.001,SYNTHETIC,7
2026-01-02 10:00:00,LONG,1.1554166475458614,1.1438624810704028,1.16697081402132,1.0,1.0,WIN,1,0.04901640194809828,True,0.41345568707738634,0.23089087440820777,0.001,SYNTHETIC,5
2026-01-02 12:00:00,SHORT,1.1549776250243124,1.1434278487740692,1.1665274012745557,1.0,1.0,WIN,1,-0.5176011901455246,True,-0.45048371941391485,-1.6660123704057705,0.001,SYNTHETIC,1
2026-01-02 13:00:00,SHORT,1.1531817120610426,1.1416498949404321,1.164713529181653,1.0,1.0,LOSS,1,-0.20643208136322289,True,-1.0,1.6433789560478367,0.001,SYNTHETIC,3
2026-01-02 14:00:00,SHORT,1.152231548928821,1.1407092334395328,1.1637538644181094,1.0,1.0,WIN,1,-0.5210283636096871,True,-1.0,2.038227766317704,0.001,SYNTHETIC,1
2026-01-02 15:00:00,SHORT,1.1528091242997578,1.1412810330567602,1.1643372155427554,1.0,1.0,WIN,1,-0.4634128929871862,True,-1.0,-0.5381167300966077,0.001,SYNTHETIC,2
2026-01-02 16:00:00,SHORT,1.152993413307907,1.141463479174828,1.164523347440986,1.0,1.0,WIN,1,-0.20595659698557575,True,-0.7840170700356467,1.6405089449377852,0.001,SYNTHETIC,3
